paragraph_id,page_number,text,word_count,char_count
323,333,"Home Studio Recording: The Complete Guide but effective technique to create more width and exaggerate choruses on a song is to start with the backing vocals set close in around your lead vocal on the verse and then automate them to pan wide to the left and right when the chorus kicks in.  Reverse-pan cymbals. Reverse-panning cymbals is an old trick used to great impact on some Queen tracks, such as Death on Two Legs and Play the Game, in particular. Try automating cymbal panning from one side to another, speeding up the pan at the very end. This can add urgency as you move from a songs verse to the chorus.  Differentiate the sections of a song. Panning can be a dramatic tool for calling attention to changes throughout a song. Narrowly panned verses can give way to expansive choruses, and instruments can change places as you move from section to section. Consider your songs content from verse to chorus and how a panning decision can highlight changes between each of the songs sections. 321",176,1003
324,335,"Home Studio Recording: The Complete Guide issues, EQ and dynamics; how to approach the Mixing Song element in your mix; and some tips and tricks weve learned over the years that can get you thinking creatively about mixing the parts. Elements From section to section, you will find that some of this information is repetitive. This is by design. For instance, the issues you need to pay attention to regarding phase are the same for guitars and In this chapter, well break down mixing keyboards, and we cover them in both sections. considerations for each element that might The reason for this repetition is simple: if youre occur in a song, spanning drums, percussion, working on keyboards, we dont want you to have bass, guitars, keyboards, orchestral instruments to refer to the guitar sectionor even further and vocals. For each, well provide an back, the recording section on phase issuesto overviewa few ideas on how to think about the understand what to pay attention to. element in relation to your mix; advice on phase 323",175,1032
325,336,"Warren Huart and Jerry Hammack We organised things this way because we want make sure that nothing is out of phase. (Best you to be able to get quick answers to your practice is to make this step a part of your questions without having to jump around the premix activities, as mentioned earlier.) book. So, while this doesnt make for the most The most obvious thing you want to look for interesting linear reading at times, we believe is mismatched polaritywhen signals are it makes the book much more usable for you in completely out of phase. When this occurs, one the long run. Aside from that, it also reinforces signal, such as the snare drum top, is peaking, the point that the same issues tend to come up while another, such as the snare drum bottom, again and again in mixing. (And again.) is troughing. This can also occur when you As we will revisit with every instrument, you want are using live signals and samples together. to check a handful of basic things across your Checking for polarity issues can be easily tracks no matter what genre or style you are accomplished with most plugins, as the majority working in. These are: include a polarity switch.  Phase relationships To examine your other phase relationships, zoom in on your waveforms and check that  EQ the peaks and troughs are essentially lined up  Dynamics from channel to channel. If they arent, then you should consider aligning them. Mixing Drums Alignment will never be perfect, and in this work your ears are more important than your eyes. Drums are very complex harmonically, and your When your signals are as aligned as possible, approach to mixing them will vary based on the youll hear your low-end response improve. genre of music that you are mixing. With them, But where to start? A drum kit can involve a lot youre typically in search of a little more low end of signals. Which should serve as the baseline and bite on the kick and a little more snap on the for alignment? In most popular music, the kick snare top. Overall, you are seeking clarity and and snare are the dominant drum elements, so it separation. makes perfect sense to start with them. However, Drums for contemporary pop and rock demand if you are dealing with a drum recording that presence and snap, while alternative music is just three or four mics, then choose the most sounds more authentic with a little slop prominent of the signals to start, which may be and bleed. Metal music demands extreme the overheads. articulation and at times zero dynamic range The process can be slow, as the most practical everything is pegged to the maximumwhile in technique is to A/B compare the combinations contrast jazz flourishes with dramatic changes in of signals additively. For instance, start with the the dynamic content. kick drum outer mic, then add the kick drum Understanding your goal with the sound of your inner mic. Is there evidence of polarity or phase drum mix is important before you start because issues? If so, correct them. Next, add the snare it will guide your application of EQ and dynamics top, asking and answering the same questions, processing. then the snare bottom. On to the toms, overheads and so on across the entire kit. Phase Relationships The most challenging alignment issues will Live drums use a lot of mics recording the same come when you are working with a recording thing at the same time and are one instrument that includes bleed from sound sources other with which phase issues are common. To start, than the drums, like with a live backing track 324",621,3550
326,337,"Home Studio Recording: The Complete Guide or a live show. In those situations, you will likely tom-toms and will simply delete the regions have to compromise an ideal alignment of drum between tom strikes. This sort of approach also elements with the integrity of the overall sound. A saves processing power, as a gate plugin is not great-sounding kit doesnt mean much if its out required. of sync with the bass. Compression is very commonly used for drums and will help you even out an uneven EQ performance. One of the keys to compressing drums is not to kill the transient content of the The next thing to look at on your drums is the EQ. drumsthe strike that occurs when the drummer You can do this on a drum-by-drum basis or on hits the drums with a drumstick, beater or mallet. the drum kit as a whole. A parametric EQ is very useful for sculpting drums, allowing you to high- Pay close attention to your release times when pass and notch-filter troublesome frequencies using compressors. If a release takes too long, as well as identify and boost attractive ones. compression may not be fully released before On a drum-by-drum basis, if something seems the next transient comes along, and youll off, sweep around and listen for boxy, boomy compress and lose it. If youre unsure whether frequencies and cut them. Then listen for the your release times are too long, you can go to frequencies that boost the roundness of the the drums waveform and measure the length sound or add a little more bite. of a strike (measured in milliseconds; choose the shortest one as a starting place). Simply Youll find a lot of boxiness between 250 and 400 place your cursor at the start of the waveform Hz, while the frequency centres will vary from 60 and select a single strike from transient through Hz for a kick drum to between 73 and 208 Hz for decay. Your release value should never be tom-toms. (These ranges do not account for greater than this value. overtones.) The frequency centres are where you would look to boost your signals, to get the best out of them. See the Frequency Guide for drums in Chapter 7 for more information. Dynamics Besides bringing focus and clarity via EQ, expander gates work great on drums, quieting the bleed between mics and generally tightening up the sound. Applying this dynamic control is best done on an individual basis, because some drums will sound better with extreme gating (such as kick drums to control the bleed from Measuring the length of a snare hit in samples snares), while more gentle gating might be best for snares, where you want to eliminate bleed You may find after youve compressed your from toms and overheads without losing any drums that the EQ profile has changed of the pleasing decay characteristics. If you are somewhat. If this is the case, you can add using samples to supplement your live recording, another EQ into your signal chain after the try triggering your gates based off the samples. compressor. In addition to expander gates, you can clean Pro engineers tend to use compressors and up drum parts by editing. Many mixers like to limiters on drums that can quickly sense and strip any unnecessary audio from things like the affect the sound. In this category are units such 325",570,3250
327,338,"Warren Huart and Jerry Hammack as the VCA-type dbx 160, the FET-type UREI 1176 available from rare, classic acoustic kits as well and the Empirical Labs Distressor (or Arousor as electronic drums. plugin), which provide emulation options for While some software is limited to drums only, tube, VCA, FET and optical compression. other software provides complete drum set replacement options, including cymbals. Drum Replacement The middle path between working with what Drums can be difficult to record, and even if well youve got and replacing it is to blend the two recorded, the drum set itself may have been sources together in some fashion. This can occur lacking in the first place. When facing either a within the software (if supported) as a wet/ poorly recorded or a poor-sounding set, youve dry mix or outside of it, manually blending the got a few options. signals. Some mixers like to output and print multiple replacement options and then blend The first option is to work with the sound them all together. There might be four or more youve got, using EQ, dynamics, saturation and different sources that make up the final sound harmonics to get the most out of the signals. on something like a kick drum, such as the The second path is drum replacement, using original recording; a boomy, low-end sample; a software such as Addictive Trigger, Slate TRIGGER clicky, inner-head sample and a distance-miked 2 or Logic Pro Xs internal drum replacement tool. sample. Replacement software processes drum strikes individually, replicating the attack velocity and Mixing Approach decay with prerecorded samples containing multiple dynamic layers. Depending on the When mixing drums, the typical order engineers manufacturer, you can tune the drum samples, follow is to work on the kick, followed by the modify their velocity curves, adjust the levels snare, hi-hat, overheads and, lastly, the tom- DRUMS MIXED FROM AUDIENCE of multiple microphones used to record them toms. While you dont have to follow this model, OR DRUMMER PERSPECTIVE and more. Typically, replacement software the primary reason engineers use it is that gives you access to a wide range of samples it makes sense to tackle the most dominant L75 R75 R10 L10 L25 R75 L75 0 0 R50 L50 L25 R25 0 R25 0 Fig. 9.1  Drums mixed from audience or drummer perspective 326",387,2334
328,339,"Home Studio Recording: The Complete Guide elements first and work back to the details. If the you a solid starting place from which to fine- kit is recorded with just a few mics, the overall tune. vibe is going to be captured by the overheads, The weight of the kick lives in the area around 40 in which case those signals would be a natural to 60 Hz. An EQ boost around 60 Hz will reinforce starting point for mixing. this weight and give some good thump. To keep Getting the kick and snare correct is things from getting too indistinct, dont be afraid fundamental. The groove is finished off with to gently high-pass a rock kick around 30 to 40 those pieces joined with the hi-hat (if played) Hz. (Some genres, such as hip-hop and EDM, and/or other cymbals that are captured by your are meant to go to 30 Hz and below for their overhead mics. The overheads also glue the characteristic kick sound.) sound together. Tom-toms are usually played The area around 250 to 400 Hz on the kick (and only a handful of times during a song, so you toms) can be quite ugly and cutting this area can hold off on them until youve got most of will give more definition as well as open your the sound sculpted. If tom-toms are a dominant mix. Another sensible cut is around 80 to 110 Hz, part of the beat, then youll want to work on them which will create room for the bass guitar. (The earlier. area between 80 and 100 Hz is the sweet spot for Drums can be panned in either audience or bass.) A couple of dB cut at this centre will make drummer perspective. The most common a huge difference to your bass sounds. Another approach is audience perspective, but there reason to look at this frequency range is that are no hard rules. For the most natural sound, multiple kick mics and/or samples can create a listen to the overhead mics of a live drum set to huge buildup in this band. determine how they were recorded and mix to If youre looking to add some aggression to the that. Some mixers like a tight, contained drum kick, boosting at around at 1, 2.5 and 7 kHz will sound that focuses the nondirectional low- add some grit and definition. A boost at 1 kHz frequency signals up the middle of the stereo during choruses is very common for pro mixers. field, while others like to exaggerate drums by Lastly, if you are seeking to define the attack placing the overheads and tom-toms wide to and sustain characteristics of the kick without the left and right. For natural, organic styles, impacting the signal level, try a transient look to match the width of individual tracks with designer such as SPL Transient Designer Plus, the width of your overheads, but for inventive, Waves Smack Attack or iZotope Neturon 2. modern pop, rock and hip-hop, anything goes. Harmonic tools such as Waves Renaissance Bass Once you are happy with your overall drum and LoAir or Brainworxs bx_boom, bx_subfilter sound, move to the drum group bus and and bx_subsynth allow you to emphasise and consider adding compression, saturation and EQ control the low-end content of your kick drum. for the overall sound. The group bus is where you can glue the entire drum sound together nicely. Creating a Great Kick Drum Sound with Multiple Mics Tips and Tricks When you have two or three mics on a kick drum, Mixing Kick Drums the phase of each mic will never be exactly the same. The mics are in different places and hear Mixing kick drums is an art and there are all the kick uniquely (and likely, mic capsules arent kinds of cool kick drum sounds. Listen to your perfectly phase-aligned). While you always want references to understand the tone that works to avoid phase issues, youll often have to make best for your song. Regardless of the reference, some compromises with multiple micsand you can make a few basic moves that will give 327",689,3808
329,340,"Warren Huart and Jerry Hammack thats okay. Sculpting multiple mics so you leave your reverb locked to the snare and nothing else only one clean source of low end can add more is to leave the effect off your original snare track weight to the kick, especially when summing and trigger your reverb from a snare sample the signals and adding a harmonic boost from track. Samples have no bleed whatsoever, plugins such as Waves Renaissance Bass and meaning no other artefacts will be added to the LoAir or their equivalents. reverb sound. The reverb can be inserted directly on the sample track or on as send. An alternative Adding Saturation to the Snare approach is to mute the primary sample. In this way, you have the great live snare and a Adding a little saturation to a snare drum close controlled reverb. mic can bring out the sustain of the drum and make the hits more consistent. The end result Crushing Your Drums with New York is that the drum will sound louder, but the peak Style Compression levels will remain the same. We described New Yorkstyle compression Saturating to Remove Harshness earlier, and it works amazingly with drums. Because its so extreme, its not intended as the Just the smallest amount of saturation on drum dominant tone of your drums, but bringing it overheads or room mics will roll off the high-end up in parallel under your core drum mix adds frequencies and tame bright, splashy cymbals, undeniable energy to the sound. while leaving the top end of your snare drum bright and crisp. Mixing Percussion [3]High-Passing Your Overheads Percussion instruments cover a vast Overhead mics give your kit some glue and range of sounds and tones. In addition to capture your cymbals. Unfortunately, they can membranophones (all types of drums, covered pick up some low-mids in the process that dont in the previous section), the category includes help your sound. You can easily high-pass them idiophones (such as xylophone, vibraphone, at 150 Hz and gently cut them at around 350 Hz marimba, chimes, cymbals, gongs), aerophones without hurting your sound in any way. (such as whistles) and chordophones (such as piano and harpsichord, which will be covered in Taming the Ambience the section on mixing keyboards a bit later). Live room ambience is an amazing addition Percussion instruments are also defined to your drum sound. But be careful to control as pitched (creating identifiable notes) or the low end in your rooms, because too much unpitched (creating indeterminate notes). will add sustained 40- to 60-Hz frequencies A handful of instruments exhibit both reverberating around that will take away the characteristics. Beyond chordophones, impact and definition of the kick. To cope with percussion instruments typically serve a a boomy room, cut the low-mid frequencies supporting role in western popular music. somewhere between 200 and 500 Hz. EQ Triggering Snare Reverb from a Sample Percussion instruments can be high- and low- passed just like any other instrument. With Snare drums often benefit from sweetening with idiophones, be certain you arent filtering out reverb, but live snare recordings often come with important harmonic frequencies and losing other signals bleeding into the mics that you their identifiable notes. Also be careful using dont want reverb on. A great trick for keeping 328",551,3345
330,341,"Home Studio Recording: The Complete Guide parametric EQs for boosts that focus on any one the excitement of a track up a notch, adding frequency, because they can sound unnatural, variation and new energy. especially with instruments that easily become You can also mix percussion to blend in and brittle and harsh, such as tambourines. reinforce core percussive elementsfor Consider carefully what aspect of the percussive example, a tambourine that reinforces snare sound you want to highlight in your mix. For shots or maracas that lock in with the hi-hat. instance, congas have both transient and Polyrhythmic elements always sound great resonant qualitiesthe sound of the strike and talking to each other from the right and left the ring of the drum. If the goal of the conga is channels, each taking part of the overall groove to add to the complexity of the beat, that quality and creating motion between the channels. is found in the transient. This means the focus of Check out Stevie Wonders Dont You Worry Bout any EQ moves would be to highlight the tone of a Thing from Innervisions for a great example of the transient. The tone of the resonant decay is this approach. far less important and can even be filtered out. Tips and Tricks Dynamics Time-Based Effects Handheld percussion can be highly dynamic, Chorusing, phase shifting and delays can add as the percussionist naturally moves closer to a lot of interest to percussion. These sweetening and farther from the microphone during the tools introduce variation and movement, recording process. Aggressive compression changes that attract the ear to their presence. ratios (5:1 and above) can even out Multi-effects processors such as Eventides Ultra- performances dramatically. As with a drum kit, Harmonizers and Band Delays combine all three check that your application of attack doesnt of these effects and can be applied with any completely kill the transients when working on degree of subtlety or in-your-face boldness. rapid attack parts such as bongos, unless that approach is intentional. Delays that are locked to the tempo of the song are also incredibly effective. They can As with drums, pro mixers tend to use create complex polyrhythmic content quickly compressors and limiters on percussion that depending on the subdivision of the beat you can quickly sense and affect the sound. In this are working with. (Dotted and triplet values in category are units such as the VCA-type dbx particular can really stir up the groove.) 160, the FET-type UREI 1176 and the Empirical Labs Distressor (or Arousor plugin), which provide Teamed with automationapplying the time- emulation options of tube, VCA, FET and optical based effects only in certain places in the track compression. you can extend the variety and usefulness of a single percussion part in any number of ways. Mixing Approach Panning Effects Take care in your processing not to lose what it means to percussaccording to Websters Beyond the tonal movement and modulation- Dictionary, to tap sharply. Percussion generated time-based effects, panning effects instruments work well at the edges of a mix, also work wonderfully with certain types of adding rhythmic interest. As such, balance them percussion. Panning effects can range from with your core percussion, such as the drum kit, obvious and up-front left-right movement to allowing them to widen the footprint of the beat. subtle frequency-based sweeps, moving only Commonly, percussion is introduced to bring parts of the spectrum. Tied to delays, panning 329",573,3556
331,342,"Warren Huart and Jerry Hammack effects can add some serious texture to your recording, where the engineer may have used percussion parts. up to four mics to capture the instrument (two close, one distance and one room). The signal Using Percussion as a Sidechain Key from the bass will reach each different capsule at a different time. Using percussion as the key in sidechaining is a great way to lock parts of your mix together. In Correct phase issues before you do anything one example, you can use congas to key gating else, paying special attention to the close on a keyboard pad. The original percussion and distant mics. Its rare that the signals are signal doesnt even need to be heard. In similar completely out of phase, but even some degree applications, percussive parts can trigger the of misalignment can cause comb filtering to pumping of a rhythm guitar with compression or occur. As usual, use both your eyes and (more gating. importantly) your ears to determine the ideal alignment of multiple waveforms. Mixing Bass EQ Nailing the low-end content in a mix is an When it comes to mixing bass guitar or other important step for pro-sounding results. Too low-end instruments, a common mistake is much bottom can make a mix muddy and neglecting the high-pass filter (HPF). Using inarticulate; too little can make a track appear a HPF to gently roll off the sub-bass content thin and lifeless. Learning how to mix bass guitar can drastically clean up a mixs bottom end. A appropriately can take your work from so-so to buildup of sub-bass content is often undesirable. great. Many consumer speakers are not designed to Its up to your discretion and the genre, but its reproduce the sub-bass way down at 20 Hz and generally understood within popular music up to 60 Hz. Engaging a HPF on a bass guitar genres that choosing either the kick drum or somewhere between 40 and 50 Hz can make a the bass guitar to dominate the bottom end world of difference. is a necessary move. If you level and EQ both On the opposite end, low-pass filtering similarly, they end up fighting for attention in the is important for bass too. A bass guitars mix, and can create an inarticulate low end. fundamental frequencies lie somewhere Mixing both electric and acoustic bass is similar between 60 Hz and 1 kHz, with additional in many regards. In the content to follow, overtones extending as high as 5 kHz. Beyond well note where the variations occur and that, there isnt much useful harmonic circumstances you need to consider that are information in the signal. Because of this, filtering particular to one or the other. the high end further places the instrument in its own space and out of competition with upper Phase Issues midrangedominant mix elements. Electric bass guitars are often recorded with both Because bass and drums work together to a DI and microphones on an amplifier cabinet, create the foundation for many songs, EQing the and as such, phase issues are not uncommon. kick drum and bass guitar opposite one another The DI signal arrives in your session file a number is a proven method for giving each its own of milliseconds before any microphone because space. Cut the kick drum at around 80 to 110 Hz, it has a shorter distance to travel to the DAW. which will create room for the bass guitar in its sweet spot. If you add some punch to the bass Phase issues can also be present with acoustic guitar at 500 Hz, another cut of the kick at 500 Hz basses. These are associated with multi-mic ensures the two arent in conflict. 330",621,3547
332,343,"Home Studio Recording: The Complete Guide Your specific EQ moves will likely depend on the high end (with the low end gently rolled off). which instrument youve chosen to dominate This is easily done when working with a bass the low-end groove, but the two should work recorded with both DI and an amplifier cabinet. together and not overshadow one another. If there is only one bass signal to start, its accomplished by duplicating the signal and Dynamics splitting it for processing. If you have both an amp and DI signal, use the DI source to handle Unless youre dealing with acoustic bass in the the lows. Apply a low-pass filter at around 170 context of jazz or classical genres, bass guitar to 200 Hz and high-pass at 60 Hz (this can drop typically sounds best with controlled dynamics, lower to 40 Hz) with a gentle 6-dB/octave slope. which means more aggressive compression This will control the low end and leave room for ratios of around 5:1 and above. As with guitars, the kick drum. the initial transients of notes are fundamental, so adjusting attack times is very important in With the bass amplifier signal, high-pass at the maintaining the character of the performance. same point as the DIs low pass, around 170 to 200 Hz, and low-pass at around 5 kHz. This will Pro mixers love 1176-style compressors for bass, allow the high end of the bass amplifier to give though its advisable to keep away from fast the sound personality. attacks, which can produce unwanted distortion artefacts in the sound. Optical compressors such Sum these two signals via a bass subgroup and as the LA-2A and LA-3A are also popular choices blend them to taste. At this point its good to add when it comes to bass. another gentle high-pass filter at around 60 Hz to ensure the bass is out of the way of the kick Because low-frequency content is a prime drum. source of mud in a mix, another thing to consider with bass is the use of an expander gate. This will quiet or silence any long, unnecessary resonants below a set threshold and really aid in cleaning up the low end. Just like using compression, setting the threshold, attack and release of the gate is important. While you want to lose unnecessary noise, you dont want to cut off important aspects of the bass performance by triggering the expander too early or having it Mixing the bass from two channels with EQ profiles for high and low release too late. frequency processing Mixing Approach Tips and Tricks One of our favourite approaches to mixing bass Saturating the Bass is to split the frequency allocation into two bands from two source channels, allowing one channel When you record both the bass guitar amp and to carry a consistent low end (by rolling off the the DI track, add some subtle (or no-so-subtle) high end on it) and the other channel to carry saturation to the amp track. This is a great trick 331",508,2874
333,344,"Warren Huart and Jerry Hammack for adding a touch of high-end energy that will guitars or finger-picked acoustics on a folk song. help the bass guitar cut through the mix. Be These applications are as much about rhythm as aware that adding saturation distortion might they are about note and melody. bring out a little hum from the amplifier track, so Mixing both electric and acoustic guitars is you may have to add an expander gate to quiet similar in many regards. In the content to follow, it. well note where the variations between the two occur and identify circumstances you need to Re-Amping the DI consider that are particular to one or the other. If all youve got for a bass performance is a DI signal, copy it and re-amp it. This can be done Phase Issues in the box or outside the box. (See Appendix 1: Electric guitars are often recorded with both a DI Amplifier Cabinet Recording Techniques for more and microphones on an amplifier cabinet, and information on re-amping.) as such, phase issues are not uncommon. The DI signal arrives in your session file a number of Even Out the Low End with a milliseconds before any microphone because it Multiband Compressor has a shorter distance to travel to the DAW. A multiband compressor catching and levelling With acoustic guitars, phase issues can also be everything below 250 Hz will give you a fantastic, present. These are associated with multi-mic smooth and present low end. This allows you to recording, where the engineer may have used add character in the high frequencies but never up to four mics to capture the instrument (a lose the roundness of the bass tone. single close or stereo pair, one distance and one room). The signal from the guitar will reach each Adding Harmonic Enhancement different capsule at a different time. For good bass reproduction on systems Correct phase issues before you do anything ranging from computers to earbuds, harmonic else, paying special attention to the close enhancers such as Waves Renaissance Bass and distant mics. Its rare that the signals are are a must. They add harmonic content above completely out of phase, but even some degree a set frequency, allowing listeners to identify of misalignment can cause comb filtering to low frequencies even if their systems cant occur. As usual, use both your eyes and (more accurately reproduce them. importantly) your ears to determine the ideal alignment of multiple waveforms. Mixing Guitars EQ Guitars are midrange instruments. This means you dont need to worry about the low end too Guitars have little useful information in the much; leave that to the bass guitar. The same low low end or the high high end, so filtering can be said for the high end (above 8 kHz); them can be accomplished without any loss there isnt much information up there. Focus of character. Depending on tuning and other your attention on getting the guitars dominant factors, start high-passing somewhere around frequencies to sound their absolute best in 80 Hz. In many cases youll find that you can context with the rest of the mix. go up much higher. On the other end, filtering out some of the unnecessary highs with low- Guitars carry melodic and percussive pass filtering will leave room for other important information. Depending on the genre and mix elements. Filtering moves are content- how they are played, they can carry a lot of dependent, so listen to your source to inform you percussive information. Think of chopping metal 332",592,3478
334,345,"Home Studio Recording: The Complete Guide of how much you can lose without compromising colour, envelope control and presence to them. the character of the guitar sound. A FET-style compressor such as a UA 1176 will provide the lift you are looking for with a little Theres a wonderful fundamental low-end additional colour. frequency with acoustic guitars around 200 Hz, so adding just a little bump in addition to your high-pass filtering will give you some low- end definition without competing with the bass guitar. A gentle high-shelf lift at 4 kHz can add brightness and articulate the percussive sound of strumming. The midrange frequencies where guitar details live are also home to many other instruments. While clearing the high and low end through pass Non-competing EQ curves for two guitar tracks filtering is relatively easy, finding a place for guitars in the busy De-essers are also very useful when it comes to midrange frequencies requires more thoughtful guitars. When controlling either the finger squeak solutions. Notch filtering and gentle boosting are of an acoustic or the sharp tones of an electric, very handy in this work, allowing you to identify a de-esser can smooth out the overall sound of specific desirable frequencies in the guitar any overly bright guitar. and make room for them in relation to other instruments in the mix. Unlike drums, percussion and bass, there is very little consensus on compressors or limiters that sound best with guitars. Beyond the idiosyncratic Dynamics preferences of pro mixers, which type of With acoustic and cleanly recorded electric compression technology to use depends largely guitars, staged compression works well to bring on the programme content. In the past, the fact the articulation of the instrument forward in the that traditional studios had a limited number of mix without making it sound unnatural. Some compressors to choose from often meant guitars light compression at the track level with an would get whatever gear was left lying around optical LA-2A or LA-3A-style compressor can when the time came to mix them. work wonders on the sound. Optical compressors dont alter the tonal quality significantly, and Mixing Approach transparency for clean signals is usually a good thing. Hit the signal lightly again at the subgroup For most rock genres, getting the guitar out front level or on a parallel send with an additional in the mix is important. Handled correctly, it can compressor (perhaps a VCA), and youll hear all really bring the sides of the stereo field to life. the detail you could wish for. What comes to mind is the tight unison of an AC/DC recording or the conversation that goes Electric guitars that are distorted by their on between Keith Richards and Ron Wood in a amplification are already as compressed as Rolling Stones track. These same approaches are they are going to get (distortion is an artefact used to this day by great bands such as Greta of extreme compression), but compressors still Van Fleet. In rock and country music, the guitar is have a role to play if you are seeking to add 333",517,3108
335,346,"Warren Huart and Jerry Hammack almost as important as the vocalit certainly is notes, especially with saturation, can get very rare for it to sit back in the mix. aggressive. After boosting the EQ, place a de- esser to catch the occasional aggressive and In other genres, such as pop or jazz, the guitar potentially ear-piercing notes that may occur. plays a supporting role, only popping up for solos. When mixing the instrument in these De-essers are dynamics tools, and like any genres, listen for how it works with the dominant dynamic tool they can be applied in small instruments, which might be keyboards or even increments and stages to achieve a final result. a horn section. Consider how the guitar supports Rather than using a single de-esser to tame the overall rhythmic content of the song. your signal by 6 dB, try placing one after your initial EQ and cutting by 3 dB and then follow Helping multiple guitars work well together, it with another EQ. The EQ is now working on the whether acoustic or electric, is often an exercise de-essed signal, brightening it overall. Lastly, a in the use of EQ notch filtering and boosting with final de-esser at 3 dB will keep everything under narrow Q values, especially when more than one control. This allows the guitar to feel brighter but guitar is placed in a similar pan location or when never so bright that it distracts or loses its place you are double-tracking a part for the left and in the mix. right sides. To ensure you can hear each part, start by applying EQ to the primary guitar. Once Stereo Delays for Width complete, notch-filter any secondary guitars to keep them from competing with the primary, If your guitar mix feels too thin, try tossing on a while boosting complementary, noncompeting stereo delay for some extra width. Something frequencies. If youve boosted your primary short, between 60 and 100 ms, will widen your guitar at 3 kHz, then give any other guitars a little guitars sound without it being noticeably cut there and boost them either above or below delayed. The idea is to create a false doubling 3 kHz. effect without taking up too much space in the mix or sounding totally wrong. Take care that your notches and boosts arent too narrow, because this can cause some odd, unwanted frequencies to poke out when certain Using Mono Reverbs with Panning chords are played. If youre blending a guitar in a dense mix, try using mono reverb returns instead of stereo Tips and Tricks ones. This gives you more control over where the guitar sits in the mix. The reverb gives it the Saturating the DI space it needs, and keeping it mono means If you recorded the electric guitar and tracked a you can push it to one side or the other. Stereo DI for re-amping, you can also use the DI track as reverbs are less controlled because they fill something to create an effect with. Saturate the the stereo field entirely; however, if your DAW DI and really go crazy with it; add some reverb. provides panning of the stereo signal, you can You can then blend this in with the guitar-amp still push both sides of the reverb to one channel. sound that you recorded to create an entirely new guitar sound. Modulation Doesnt Have to Be an Effect Staged EQ and De-Essing When mixing electric guitars, you can add just a Boosting the high end on electric guitars really bit of modulation (chorusing, tremolo, flanging helps them cut, and high-passing gently creates and phase shifting) for character and depth. It room for the bass and kick to breathe, but some doesnt have to be a completely affected sound. 334",631,3582
336,347,"Home Studio Recording: The Complete Guide Try using a hint of chorus or flanger on a guitar instruments. mix for some interesting thickening of the tone. In their natural form, pianos and other acoustic and electronic keyboards can be recorded with The Dave Jerden Trick - Blending one to numerous microphones, either directly Real Amps with Amp Modellers and on the instrument or on an amplifier cabinet or Cab Simulators both, using close, distant and ambient miking techniques. On the other hand, modern virtual Around 1998, producer Dave Jerden created instruments are almost all reproduced in stereo. an amazing guitar sound for the Offspring on the song Pretty Fly (for a White Guy). It was Where a realistic soundscape matters in a mix, a combination of all kinds of thingsclassic consider the typical real-world experience of Marshall amps, VOX amps and Amp Farm (a the instrument. For a piano in stereo, this means plugin featuring more than a dozen classic amp low notes on the left, high notes on the right. head and combo models and forty-eight cab Also consider how the part being played is models with a choice of four mic setups). He voiced and what that means to the balance of blended Amp Farm guitar with real guitar sounds the instrument with other partsa midrange or and created an absolutely massive, amazing low piano part will sound dominant in the left sound. That was more than twenty years ago. channel, while a high-voiced part will sound dominant in the right. If youre going to try two or three different sources like Jerden, consider running delays on Working with a stereo signal to minimise its them so they create a different kind of width. If spread is straightforward. You can limit the they are delayed slightly, they will get out of each range of the pan to one side or the other, and the others way, and youll be less likely to get phase instrument will still have some nice width to it. cancellation. You can also collapse your instrument to mono or to a narrow stereo field that isolates it. You can move that minimised stereo image away from Mixing Keyboards centre to allow room for vocals, kick, snare and Keyboards represent an extremely broad range bass. of instruments, from multiple types of pianos Synthesisers are open to a world of interpretation (grands, uprights, upright grands, studios, spinets when it comes to mixing. Purists will consider and more) to instruments such as harpsichords, the type of synth in their approach (even in clavichords, hurdy-gurdies, calliopes, organs, virtual form)a vintage mono synth such as a melodicas, celestas and on to electric pianos Minimoog or an ARP Odyssey would never be and synthesisers. mixed in stereo; any width would be gained via Even the seemingly most basic of these, such an additional processor like a reverb. Sequencers as a piano, is harmonically complicated. At the often combine both tones and effects chains, extreme end, contemporary synthesisers can where the width of something like a ping-pong combine additive, subtractive, FM, wavetable delay is essential to the soundscape. and numerous other types of synthesis with audio modelling and sampling in multiple layers Phase Issues where a single sound can represent a huge EQ spectrum and multiple transient attack, sustain, When acoustic keyboards are recorded using decay and release events. multiple mics, or electronic keyboards are recorded using an amplifier with both a DI and Keyboards may come to you for mixing in their microphones on the cabinet, phase issues natural form, recorded traditionally, or more are not uncommon. In the case of electronic commonly these days, in the form of virtual 335",611,3673
